id,name,category,breadcrumbs,short_description,description,price,best_for,review_score,review_count,image_url,url,embedding,,,,,,,,,,,,
227952, Flash 18 Print Pack,Backpacks,Camping and Hiking/Hiking Backpacks/Daypacks,"Lightweight yet big enough to hold the Ten Essentials, our REI Co-op Flash 18 Print pack is a trail favorite of hikers everywhere. It's durable, water-resistant and made with recycled fabric.","Recycled ripstop nylon fabric features a nonfluorinated durable water repellent (DWR) finish to help moisture bead up on the surface
Waistbelt and sternum strap can be detached to save weight, bringing total pack weight from 9.5 oz. down to 7.7 oz.
Hydration-compatible design includes a hose exit port and an internal sleeve with a hang loop for a reservoir (reservoir not included)
Back panel is lightly padded; pad slips out for use as a sit pad
Breathable mesh shoulder straps have fold-over padding that softens contact with your neck and shoulders
Single-handed, quick-pull drawcord with small weather flap seals the top
Zippered side pocket for easy access and added security
Sunglass loop on left shoulder strap lets you hang your shades
2 interior slip pockets
Exterior loops can be used to lash on extra gear, add compression or tie the Flash 18 to a larger pack
For use in your larger backpack or duffel, this pack converts into a stuff sack simply by turning it inside out
Product meets the bluesign criteria
REI is Climate Neutral Certified; as we work to actively reduce our footprint, we measure annual carbon emissions and purchase an equivalent amount of verified carbon credits",39.95,"Camping, Hiking",4.4,202,https://www.rei.com/media/818dda9b-eaa4-4cea-882e-1b25a4883da1?size=2000,https://www.rei.com/product/227952/rei-co-op-flash-18-print-pack,,,,,,,,,,,,,
219759, HydraSleeve Reservoir - 3 Liters,Backpacks,Camping and Hiking/Hiking Backpacks/Pack Accessories/Hydration Reservoirs/Reservoirs,"Built tough so that it can withstand being tossed around outside your pack, the 3-liter HydraPak HydraSleeve reservoir is insulated to keep your water cold for easy hydration when you're on the move.","The 3-liter Elite™ reservoir has a Slide-Seal top and flexible grab tab to make it easy to fill and pull in/out of packs
Roll-top closure creates a handle for carrying or hanging a gravity feed
Insulated HydraFusion™ drink tube with high-flow Comet™ valve and dust cover for protection in tough conditions
Plug-N-Play™ connect system allows you to easily disconnect the drink tube (auto shut-off valve prevents leaking) and remove the reservoir from your pack for refilling
Insulating foam layer features a thermal-reflective liner preventing heat transfer
Outer sleeve has a durable construction with abrasion-resistant, waterproof 210-denier ripstop fabric and RF welded seams for superior durability and elasticity
4 lash points make it easy to secure to any gear rig
Wide working temperature range (can be frozen; max temp 140° F/60° C)
100% BPA- and PVC-free",60,"Camping, Multispot",4.8,30,https://www.rei.com/media/184d3e14-5072-4e14-9c4a-554897cbe5d1?size=2000,https://www.rei.com/product/219759/hydrapak-hydrasleeve-reservoir-3-liters,,,,,,,,,,,,,
229581, Trail 2 Waist Pack,Backpacks,Camping and Hiking/Hiking Backpacks/Hiking Waistpacks,"On your next hike, keep your snacks, sunscreen and phone handy in the rugged, water-resistant REI Co-op Trail 2 waist pack. It's also great for travel, thanks to its secret stash pocket on the back.","Recycled ripstop nylon shell has a nonfluorinated durable water repellent (DWR) finish to help moisture bead up on the surface
Wide top opening with double-slider zipper allows easy access to main compartment
Front zip pocket, interior slip pocket and key fob help keep things organized
Hidden back zippered stash pocket for storing valuables
Dual-adjustable buckle at waist strap for an easy fit
Contains materials that meet the bluesign® criteria
REI is Climate Neutral Certified; as we work to actively reduce our footprint, we measure annual carbon emissions and purchase an equivalent amount of verified carbon credits",14.83,"Camping, Hiking Travel",4.6,19,https://www.rei.com/media/378aa68e-e2ce-4abe-ad4f-1925f7ba2d63?size=2000,https://www.rei.com/product/229581/rei-co-op-trail-2-waist-pack,,,,,,,,,,,,,
127968, Flash Cooking System ,Camp Kitchen,Camping and Hiking/Camp Kitchen/Stoves and Grills/Backpacking Stoves and Accessories/Backpacking Stoves,"Enjoy cocoa, coffee or a gourmet freeze-dried meal in a jiffy with the Jetboil Flash cooking system. It boils water in 100 seconds, allowing you to conserve fuel and dig in faster.","Updated Flash is an all-in-one cooking system delivers a rapid boil by combining the burner and cooking vessel into a single system
Cooktime (100 seconds) is based on the amount of time it takes for the Jetboil Flash to boil 16 fl. oz. (2 cups) of water
1-liter FluxRing aluminum cooking cup has an insulating cozy
Improved stove-vessel integration allows easy on/off; stove is compatible with any isobutene-propane canister with a Lindal valve (fuel not included)
Vessel has an updated lid and design that feels great in your hands
Bottom cover serves as a measuring cup and bowl
Push-button igniter
Color-change heat indicator
Includes stabilizer for your fuel canister (fuel canister not included)
Compatible with Jetboil accessories including the regular (non-grande) silicone coffee press, FluxRing cooking pot, FluxRing frying pan and more (all not included)
Stove burner and your own 100 g fuel canister stow inside the cup
Fuel not included",97.39,"Camping, Backpacking",4.5,766,https://www.rei.com/media/e2f14910-fc1b-459a-9da2-cd953ae575ef?size=2000,https://www.rei.com/product/127968/jetboil-flash-cooking-system,,,,,,,,,,,,,
116123, Destination Kitchen Set 24,Camp Kitchen,Camping and Hiking/Camp Kitchen/Cookware and Dinnerware/Plates and Bowls/Camping Table Sets,"The GSI Outdoors Destination Kitchen Set 24 is a 24-piece set that includes 4 cutlery sets, folding tools, a cutting board, utility knife, spice shakers and much more to complement your camp kitchen.","Compact set includes a durable, ballistic nylon case to keep all your cooking gear securely stowed and organized in your chuck box
High-temperature nylon 6-6 spatula and spoon with graduations fold and pivot, rotating from stored to working position
Waterproof, ultralight salt and pepper shaker modules screw together to keep spices dry and flavorful
2 soft-sided condiment bottles
Weighs under 2 lbs.",59.95,Camping,4.5,38,https://www.rei.com/media/7c310c10-b922-4c4f-b9fa-be9e4d5e68e8?size=2000,https://www.rei.com/product/116123/gsi-outdoors-destination-kitchen-set-24,,,,,,,,,,,,,
150116, GeoPress Water Filter and Purifier Bottle - 24 fl. oz.,Camp Hydration,Camping and Hiking/Camp Hydration/Portable Water Treatment/Portable Water Purifiers/Water Bottle Purifiers,"A global traveler's dream with fast, easy performance, the Grayl GeoPress water filter and purifier bottle helps protect you from viruses, protozoa, bacteria, particulates, chemicals and heavy metals.","Award-winning OnePress™ global protection is effective for use on all 7 continents so you can save money, travel sustainably and never buy single-use bottled water again
Removes viruses (e.g., hepatitis A, norovirus, rotavirus), bacteria (e.g., E. coli, salmonella, shigella) and protozoan cysts (e.g., amoebae, cryptosporidia, giardia)
Simply fill, press and drink—fill from any freshwater source, press on the ground or other firm surface and drink purified water
Ultra-powdered activated carbon adsorbs many chemicals (including PFAS and VOCs), pesticides, herbicides, heavy metals, flavors and odors
Filter removes microplastics and other particulates
Updated cartridge design features a preinstalled One-Way Drink Mix Valve
One-Way Drink Mix Valve allows electrolytes and flavored sport drink mixes to be added to clean, purified water
3-function SimpleVent™ drink cap allows one-handed hydration through the fast-flow drink spout, vents air while purifying and blocks cross-contamination, grime and dirt
Softpress™ ergonomic comfort pads and tactile TopoGrip™ TPE on all heavy-use surfaces allow nonslip, anti-fatigue pressing
With virtually no setup time: GeoPress purifies and filters 24 fl. oz. of water in 8 sec. (5 L per min.)
Replaceable cartridge is rated for 350 cycles (65 gal./250 L); as press time reaches 25 sec. (or 3 years have elapsed since first use) it's time to replace the cartridge
When stored properly, an unused cartridge has a 10-year shelf life
Built tough to perform in harsh conditions and withstand drops up to 10 ft. onto concrete, even when full of water
Independently tested by a certified laboratory to meet or exceed NSF/ANSI protocols 42 and 53 for sediment, pathogen and chemical removal
Also meets the EPA Guide Standard and Protocol for testing microbiological water purifiers",99.95,"Camping, Backpacking

Travel",4.8,2174,https://www.rei.com/product/150116/grayl-geopress-water-filter-and-purifier-bottle-24-fl-oz,https://www.rei.com/product/150116/grayl-geopress-water-filter-and-purifier-bottle-24-fl-oz,,,,,,,,,,,,,
207323, FreeSip Vacuum Water Bottle - 32 fl. oz.,"Camp Hydration
",Camping and Hiking/Camp Hydration/Water Bottles,Parched and chugging? Just need a sip? The 32 fl. oz. Owala FreeSip vacuum water bottle's patented push-button lid keeps your options open. And its triple-layer construction keeps drinks cold all day.,"FreeSip spout makes it possible to drink in two different ways: Hold it upright to sip through the built-in straw, or tilt back to chug through the wide-mouth opening
Patented locking push-button lid flips open for drinking or closed to keep the spout clean; a convenient carry loop doubles as a lock
Triple-layer, vacuum-insulated stainless-steel construction keeps drinks cold for up to 24 hrs.
Not for use with hot liquids
Wide opening for easy cleaning and adding ice
Base of bottle is cup holder-friendly
Hand-wash bottle; lid is dishwasher-safe
Backed by the manufacturer's limited lifetime warranty",35,"Camping, Multisport",4.8,12946,https://www.rei.com/media/daf6196e-ecf2-4e52-ae62-ed3b7d2de033?size=2000,https://www.rei.com/product/207323/owala-freesip-vacuum-water-bottle-32-fl-oz,,,,,,,,,,,,,
234098, Bonfire Fire Pit with Stand 2.0,Camp Furniture,Camping and Hiking/Camp Kitchen/Stoves and Grills/Camp Grills and Fire Pits/Fire Pits,"Built for the backyard—yet portable enough to take to the campground, beach and beyond—the Solo Stove Bonfire fire pit with Stand 2.0 offers easy-to-light, smokeless fire wherever adventure takes you.","304 stainless-steel construction
Portable design
Removable ash pan and carrying case included",300,Camping,4.4,7,https://www.rei.com/media/51dc6410-5d00-4073-9451-9ef0a0d98cf9?size=2000,https://www.rei.com/product/234098/solo-stove-bonfire-fire-pit-with-stand-20,,,,,,,,,,,,,
202539, DoubleNest Hammock - Print,Camp Furniture,Camping and Hiking/Camp Furniture/Hammocks/Camping Hammocks,"With room for 2 to stretch out, lie flat and relax, this ENO DoubleNest Print hammock is a colorful must-have for outdoor lounging. It's easy to bring along wherever your adventures take you.","FreeWave™ fabric is soft, breathable and dries fast when wet; crinkle treatment offers easy packability
Extended 9.5 ft. hammock body creates more room to stretch out and chill
Integrated stuff sack compresses hammock to the size of a grapefruit for easy packing; bonus internal stash pocket holds your phone or water bottle
Triple-stitched seam construction protects against rips and tears
Light weight makes it an easy choice for any trip
Refreshed hardware includes a custom side-release buckle and larger cordlock for easy setup and pack up every time
Specially designed carabiners easily attach to all ENO hammock straps or other secure anchor points and help maintain correct orientation; straps not included
To hang: Find two living, mature trees or anchor points approximately 10–15 ft. (3–4.5 m) apart that can safely support the ENO hammock and its occupant(s)
Compatible with all ENO hammock straps, stands, bug nets, rain tarps and insulation systems (not included)
To clean hammock: remove carabiners, hand wash in cold water with mild detergent, and hang dry
ENO plants 2 trees for every hammock purchase through their partnership with Trees for the Future
ENO is a member of the 1% For The Planet organization, donating 1% of sales to environmental nonprofits",84.94,Camping,4.6,834,https://www.rei.com/media/2f81856c-2ba1-4e55-aca4-4497279ea7a1?size=2000,https://www.rei.com/product/202539/eno-doublenest-hammock-print,,,,,,,,,,,,,
170710, Icon700 Headlamp,Lighting,Camping and Hiking/Camp Lighting/Headlamps/LED Headlamps,"Designed for backcountry skiing, mountain runs and any other adventures that demand high-output lighting, the Black Diamond Icon700 headlamp is powerful, waterproof and ready to defy the dark.","Features 700 lumens of power and a multifaceted optical lens design that saves battery life
Brightness Memory allows you to turn the light on and off at a chosen brightness without reverting back to full power
PowerTap™ Technology allows instant transitioning between full and dimmed power options and lock mode
Settings: full-strength (in proximity and distance modes), dimming, strobe and red, green and blue night vision modes to cover the spectrum of night vision needs
IP67 rating means this is considered waterproof and dustproof; it can withstand submersion in water up to 1 m deep
Removable battery pack (longer cable included)
Dual-Fuel design means this headlamp can be powered with a Black Diamond Icon Headlamp Rechargeable Battery Pack (not included) or 4 AA batteries (included)",109.95,"Camping, Backpacking",4.2,157,https://www.rei.com/media/f5917737-e268-4076-b2fa-62f722616d2a?size=2000,https://www.rei.com/product/170710/black-diamond-icon700-headlamp,,,,,,,,,,,,,
248291, Luci Original Clear 2.0 Inflatable Solar Lantern,Lighting,Camping and Hiking/Camp Lighting/Lanterns/Electric Lanterns,"No matter how far off the grid you go, this BioLite lantern keeps you out of the dark for up to 24 hrs. between charges. To recharge, just add sun or plug it in!","Ideal for camping, hiking, backpacking, RVing and boating, as well as for watersports, backyard use, and blackouts or other emergencies
Built-in rechargeable 1000 mAh lithium-ion battery lasts up to 24 hrs. on a single charge; an indicator shows remaining battery life
Recharges with a high-efficiency solar panel or USB-C quick-charge
10 LEDs emit 75 lumens through the lantern's clear finish
4 light modes: low, medium, high and flashing
Adjustable bottom strap and fixed top strap make this lantern easy to hang
2-second quick shut-off
Collapses down to just 1 in. thick, giving you plenty of room for all your other gear
Durable and built to withstand up to 150 lbs. of pressure
Fully waterproof with an IP67 rating",29.95,"Backpacking

Camping",4.8,139,https://www.rei.com/media/152fdc41-1845-477d-9681-279df76fcb54?size=2000,https://www.rei.com/product/248291/biolite-luci-original-clear-20-inflatable-solar-lantern,,,,,,,,,,,,,
890929, A-10 NH Compass,Gadgets and Gears,Camping and Hiking/Gadgets/Compasses,"Fast, simple and accurate, the Suunto A-10 NH baseplate compass is easy to learn to use, making it ideal for map and compass navigation for general recreational use in ordinary conditions.","High-grade steel needle with jewel bearing
Balanced for northern hemisphere
Fixed declination correction scale
Liquid-filled capsule for stable operation
Detachable snap-lock lanyard",24,"Camping, Hiking",4.3,47,https://www.rei.com/media/c8d3d09d-36ba-4f5b-a541-d0aaa254c9bc?size=2000,https://www.rei.com/product/890929/suunto-a-10-nh-compass,,,,,,,,,,,,,
236147, Spyfire Down Jacket - Men's,Hiking Clothing,Men's Clothing/Men's Jackets/Men's Insulated Jackets/Men's Down Jackets,"Lightweight, soft and strong, the men's KUHL Spyfire down jacket features more down at your core and less in heat-producing, high-mobility zones, so you can make every day legendary.","Soft-shell overlay on the yoke, collar stand and zipper garages for durability
Main body is 100% nylon (38 g/m2); shoulders and yoke are 88% nylon/12% spandex (180 g/m2) with PFC-free durable water repellent (DWR)
Reinforcing overlays double the durability while 3D patterning provides your ideal fit
Thermal body mapping for less bulk
Temperature-regulating, knit underarm gussets release excess heat for sustained comfort during high-energy activity
KUHL signature hood with cordlock adjustments
Elastic binding on hood and cuffs trap in warmth and seal out cold
Reverse-coil zippers; 26 in. Metaluxe® center-front zipper with an ergonomic KUHL crest zipper pull
2 hand pockets, 1 left sleeve pocket and 1 internal mesh pocket
Custom reflective ribbon at draft flap and inside pockets provides resistance to zipper snag and increases visibility in the dark
Bottom hem drawcords allow for adjustability",299,"Camping, Multisport",4.3,21,https://www.rei.com/media/e41ccece-d6ba-40ef-bd88-76e67bca2b44?size=2000,https://www.rei.com/product/236147/kuhl-spyfire-down-jacket-mens,,,,,,,,,,,,,
203527, Horizon Breeze Brimmer Hat,Hiking Clothing,Men's Clothing/Men's Clothing Accessories/Men's Hats and Headwear/Men's Sun Hats,"Perfect for memorable outings on long, sunny days, the Horizon Breeze Brimmer hat from The North Face is light and airy, yet packed with tech and recycled materials.","Body fabric made with recycled nylon
Sweatband features FlashDry-Pro™ materials that actively pull moisture away from the body to help keep you feeling dry and comfortable during activity
Adjustable shockcord chin strap features a cordlock made from recycled plastic
Ultraviolet Protection Factor (UPF) 40+
Heat-transfer logo
Recommended by The Skin Cancer Foundation, earning their Seal of Recommendation for safe and effective UV protection",45,"Camping, Casual

Hiking",4.8,431,https://www.rei.com/media/cd4a692a-5f34-42ae-88b0-e9ad7b2f9dbf?size=2000,https://www.rei.com/product/203527/the-north-face-horizon-breeze-brimmer-hat,,,,,,,,,,,,,
229855, Targhee IV Vent Hiking Shoes - Men's,Hiking Footwear,Footwear/Men's Footwear/Men's Shoes/Men's Hiking Shoes,"Made with a vented design for breathability on warm hikes, the men's KEEN Targhee IV Vent hiking shoes offer durable cushioning that resists compression for long-lasting comfort on the trail.","Environmentally preferred premium leather from LWG-certified tannery
Breathable mesh linings
100% recycled PET laces
Padded tongues and collars for comfort
Heel-capture system for added stability
Leather mud shields repel debris
Eco Anti-Odor for natural odor control
Original KEEN fit with generous space across forefoot for toes to spread out
Removable Luftcell polyurethane insoles for long-lasting comfort
LuftCore technology embeds a lightweight, air-injected core into higher-density foam for enhanced midsole cushioning
Rubber soles are fused to the uppers without glue for a more eco-friendly construction that won't delaminate (KEEN guarantees it)
Nonmarking, multidirectional lugs for increased traction",150,"Camping, Hiking",4.3,112,https://www.rei.com/media/ec4d0d6e-2262-4765-94bc-8408386d2496?size=2000,https://www.rei.com/product/229855/keen-targhee-iv-vent-hiking-shoes-mens,,,,,,,,,,,,,
217544, Rogue Hiker Mid GORE-TEX Hiking Boots - Men's,Hiking Footwear,Footwear/Men's Footwear/Men's Boots/Men's Hiking Boots/Men's Backpacking Boots,"When you want reliable comfort for long days on your feet, the men's Merrell Rogue Hiker Mid GORE-TEX hiking boots deliver with lightweight cushion, plenty of grip and durable waterproofing.","GORE-TEX waterproof membranes provide exceptional breathability and waterproof performance
Ballistic mesh and TPU uppers with metal hooks and eyelets for added durability
Locking midfoot lacing hardware for precise lacing and fit
100% recycled laces and webbing
100% recycled breathable mesh linings
Bellows gussets integrated with hybrid midfoot bootie construction help keep out debris
Molded TPU external heel counters with integrated snowshoe strap catches
Gaiter D-rings
100% recycled mesh footbed covers
Removable (polyurethane) PU footbeds
Cleansport NXT™ treated for natural odor control
Rock plates along with running-inspired S-Curve geometry for added stiffness and stability for backpacking
2-part, dual-density FloatPro™ foam midsoles
Vibram® Megagrip high-performance rubber outsoles offer reliable grip on both dry and wet surfaces
5 mm Vibram traction lugs are specifically designed to increase traction and shed debris with each step
31.5 mm/23.5 mm heel-to-toe offset; 8 mm drop",230,"Camping, Backpacking",4.3,139,https://www.rei.com/media/73184c8f-87dc-46cf-b8a1-1262cf662d34?size=2000,https://www.rei.com/product/217544/merrell-rogue-hiker-mid-gore-tex-hiking-boots-mens,,,,,,,,,,,,,
113006, Mountain Series Hiker Medical Kit,Health and Safety,Camping and Hiking/Health and Safety/First Aid/First-Aid Kits,The Adventure Medical Kits Hiker medical kit is equipped with carefully selected supplies tailored to meet any basic first-aid needs you and a friend might experience on a 2-day adventure.,"Easy Care™ organization system helps you find what you need at a moment's notice, organizing contents into clearly-labeled injury-specific pockets
Find supplies quickly, even in the dark: an external kit map shows you where the supplies are located, while a reflective mountain logo makes the bag easy to spot
See-through pockets protect items from dirt and moisture while allowing for quick and easy access; zippers hold items in when opening the kit or accessing it vertically
Stop bleeding quickly with the trauma pad, close wounds with butterfly bandages and medical tape, and stabilize sprained ankles or strains with the elastic bandage
Kit also contains common medications for allergic reactions, itches, pain and fever, inflammation, and diarrhea
Hospital-quality tools include EMT shears and precision forceps for efficient and effective backcountry medical care
Antiseptic wipes and butterfly bandages for cleaning and closing small wounds
Stop blisters before they start with moleskin, a reliable dressing that reduces friction; kit includes 14 die-cut pieces, shaped to fit common problem areas
Know how to treat common backcountry injuries and illnesses with the up-to-date wilderness first-aid information in the hiking first-aid guide, written by Eric A. Weiss, M.D.
This compact hiking first aid kit weighs less than 8 oz. and features a durable, water-resistant medical bag
Durable nylon bag with darting provides extra space inside the kit for your own items",29.95,"Camping, Hiking",4.6,116,https://www.rei.com/media/2a722066-fe9c-48b9-8526-665effc53c8f?size=2000,https://www.rei.com/product/113006/adventure-medical-kits-mountain-series-hiker-medical-kit,,,,,,,,,,,,,
813514, Emergency Blanket XL,Health and Safety,"Camping and Hiking
/
Health and Safety
/
First Aid
/
Emergency Supplies",Don't get left out in the cold. The SOL Emergency Blanket XL reflects up to 90% of your body's heat back to you and is sized to shelter 1 to 2 adults.,"Bright orange exterior is easy to spot, even in bad weather
Survival and first-aid instructions are printed directly on the blanket for convenience
Measures 98 x 58 in. and is sized to shelter 1 or 2 adults
Blanket provides protection from water and wind
SOL survival blanket is easy to open and fold in cold weather; folded flat, it's easy to pack",8.5,"Camping, Backpacking",4.6,51,https://www.rei.com/media/5668a602-3315-4e4a-a14b-1f69adeb6fb7?size=2000,https://www.rei.com/product/813514/sol-emergency-blanket-xl,,,,,,,,,,,,,
147422, Kid Comfort Sun Roof,Kids Camping Gear,"Camping and Hiking
/
Hiking Backpacks
/
Baby Carrier Packs
/
Baby Carrier Accessories","Sunny-day adventures shouldn't end with sunburns. Keep your little one protected from harmful UV rays with the flexible, durable Deuter Kid Comfort sun roof, a handy accessory for fair-weather treks.","Buckles attach the sun roof to your compatible Kid Comfort carrier
Compatible carriers: Deuter Kid Comfort, Kid Comfort Active and Kid Comfort Active SL (must be 2019 model or newer, carrier not included)
Easily stashes in the carrier's back pocket",35,"Camping, Hiking",3.8,17,https://www.rei.com/media/aaadb94c-8b67-4685-a3fd-7f0301cc7b5e?size=2000,https://www.rei.com/product/147422/deuter-kid-comfort-sun-roof,,,,,,,,,,,,,
188106, Eddy+ Kids' Renew Water Bottle - 14 fl. oz.,Kids Camping Gear,"Camping and Hiking
/
Camp Hydration
/
Water Bottles","A classic made better with 50% recycled material, the 14 fl. oz. CamelBak Eddy+ Kids' Renew water bottle is spill-proof and easy to use with no tipping required—just flip, bite and sip.","Made with Eastman Tritan Renew copolyester, which is crafted from 50% recycled content; Tritan Renew is lightweight, highly durable and free of BPA, BPS and BPF chemicals
Straw lid is easy to use: Simply flip, bite and sip; plus, its leakproof when closed and spill-proof when open
Odor- and stain-resistant cap and bottle are easy to clean and dishwasher safe
Universal cap system is compatible with most CamelBak accessory caps (additional caps not included)
Color-matched thumb tab
Comfort carry handle
Recommended for ages 3+",15,"Camping, Casual",4.5,84,https://www.rei.com/media/86aada5a-2cd7-479f-a8cf-61ef5372a512?size=2000,https://www.rei.com/product/188106/camelbak-eddy-kids-renew-water-bottle-14-fl-oz,,,,,,,,,,,,,
163887, Helio Pressure Shower - 11 Liters,Camp and Hike Deals,"Camping and Hiking
/
Health and Safety
/
Camp Bathroom
/
Camp Showers","Unlike gravity camp showers that need to be hung overhead, the 11-liter NEMO Helio pressure shower rests on the ground and provides the pressure you need to wash hair, do dishes or rinse off gear.","Quickly and easily pressurize the 2.9 gal. tank with a foot pump; with occasional pumps you can keep it fully pressurized for 5–7 min. of strong, continuous spray
Set the black tank in the sun to warm up gradually or fill it directly with hot water for a warm shower
Unlike other pressurized showers, Helio can be refilled anywhere without a hose
7 ft. neoprene hose is long enough to hold overhead for a shower or to reach all angles of dirty gear, muddy paws or salty wetsuits
Pair with the NEMO Heliopolis privacy shelter (not included) which has a fitted nozzle holder for hands-free overhead showering for a home-away-from-home shower experience
Safety strap prevents accidental opening and allows easy transport
Compact ventilated carrying case neatly stows the tank, hose, nozzle and pump
Folding panels allow fast setup and a small packed size
Horizontal design offers stability and ease of use around camp
NEMO offers a lifetime warranty on this pressure shower",64.93,Camping,3.7,85,https://www.rei.com/media/12e65c41-108a-47a0-928b-14c2bc701632?size=2000,https://www.rei.com/product/163887/nemo-helio-pressure-shower-11-liters,,,,,,,,,,,,,
168772, Outward Low Lawn Chair,Camp and Hike Deals,"Heavy-duty, 300-denier ripstop polyester seat is highly abrasion resistant and treated with a durable water repellent (DWR) finish to repel light rain and stains
Sets up and takes down easily with bifold design
Backpack straps and a carry handle make for easy transport
Secure closure system allows you to use the folded chair as a catchall for blankets or other items, like the Outward Side Table (not included)
250 lb. weight capacity
Contains materials that meet the bluesign® criteria
REI is Climate Neutral Certified; as we work to actively reduce our footprint, we measure annual carbon emissions and purchase an equivalent amount of verified carbon credits","It's that chair from your childhood, but way more durable. The REI Co-op Outward Low Lawn Chair is made with a coated aluminum frame and a water-repellent ripstop seat. Plus, it has backpack straps.","Heavy-duty, 300-denier ripstop polyester seat is highly abrasion resistant and treated with a durable water repellent (DWR) finish to repel light rain and stains
    Sets up and takes down easily with bifold design
    Backpack straps and a carry handle make for easy transport
    Secure closure system allows you to use the folded chair as a catchall for blankets or other items, like the Outward Side Table (not included)
    250 lb. weight capacity
    Contains materials that meet the bluesign® criteria
    REI is Climate Neutral Certified; as we work to actively reduce our footprint, we measure annual carbon emissions and purchase an equivalent amount of verified carbon credits",44.83,Camping,4.5,102,https://www.rei.com/media/81adf443-ac27-4c24-9aa9-dcebe876275b?size=2000,https://www.rei.com/product/168772/rei-co-op-outward-low-lawn-chair?color=ASPHALT,,,,,,,,,,,,,
233658, vivoactive 5,Camp and Hike Deals,"Camping and Hiking
/
Camp Electronics
/
Watches
/
GPS Sports Watches","Purpose-built with essential health and fitness features to help you better understand your body, the Garmin vivoactive 5 is the ultimate on-wrist coach designed to help you achieve your goals.","Bright, colorful AMOLED (active-matrix organic light-emitting diode) display gives you a more complete picture of your health
Up to 11 days of battery life in smartwatch mode
Body Battery™ energy monitoring helps you keep your energy levels in check with personalized insights based on sleep, naps, stress, workouts and more
Improve the quality of your sleep with personalized sleep coaching and nap detection plus even more details such as heart rate variability (HRV) status
Provides a sleep score and personalized sleep coaching for how much sleep you need as well as tips on how to improve your sleep
Automatic nap detection and nap logging tracks your nap length during the day, providing personalized insights on how it affects your Body Battery energy monitoring and more
Switch up your activities with more than 30 built-in sports apps—including apps for active wheelchair users—plus advanced training features to keep you going strong
Activities include walking, running, cycling, HIIT, swimming, golf and more
Wheelchair mode tracks pushes, rather than steps, and includes push and handcycle activities with preloaded workouts for strength, cardio, HIIT, Pilates and yoga
Advanced training features include workout benefit, which helps you understand how a workout affects your body, and recovery time to know how long your body needs to recover
Sync with the Garmin Connect™ smartphone app and get more details on your health and fitness data plus personalized insights and more
Create your own workout in the Garmin Connect smartphone app or try Garmin Coach free adaptive training plans to help you prepare for your next running challenge
Extensive health-monitoring features include wrist-based heart rate, morning report, fitness age, stress tracking, menstrual cycle and pregnancy tracking, meditation and more
When paired with your smartphone, vivoactive 5 makes it easy to receive texts, emails and other smart notifications right from your wrist
Download your favorite music to your watch, including playlists from your Spotify, Amazon Music or Deezer accounts
Connect with your wireless headphones for phone-free listening
Garmin Pay™ contactless payments (with a supported country and payment network) let you pay for purchases on the go and breeze through select transit systems
Incident detection (during select outdoor activities) and assistance can call or send a message with your live location to emergency contacts when paired with your smartphone
Safety and tracking features like detection and assistance require setup and your smartphone to be in an area with network coverage where data connectivity is available",219.99,"Camping, Fitness",4.4,934,https://www.rei.com/media/51cbc7d6-d825-4a09-9676-6189833b2535?size=2000,https://www.rei.com/product/233658/garmin-vivoactive-5?color=CREAM%2520GOLD%252FIVORY,,,,,,,,,,,,,
115533, HalfGen Base Camp Cooking System,Camp and Hike Deals,"Camping and Hiking
/
Camp Kitchen
/
Cookware and Dinnerware
/
Camp Cookware
/
Cooksets","Go gourmet and custom grow the size of your cooking system based on the size of your team with the Jetboil HalfGen Base Camp cooking system, the world's first modular camp stove setup.","Modular system with Jetlink output; can be coupled to additional Jetlink compatible stoves via its Jetlink port
Standalone 10,000 BTU stove with unbeatable, full simmer control
Regulated for consistent performance down to 20°F
9 in. ceramic-coated fry pan delivers nonstick performance
Convenient, reliable lever igniter
Easy to clean design
System includes stove, 9 in. fry pan, carry bag, windscreen and fuel regulator
Fuel not included",164.89,Camping,4.5,78,https://www.rei.com/media/510430ae-f75f-466a-b43d-556285a37be8?size=2000,https://www.rei.com/product/115533/jetboil-halfgen-base-camp-cooking-system,,,,,,,,,,,,,
