name,slug,description_text,category_slug,category_name,product_type_slug,product_type_name,collections,attributes,rating,tax_class,weight,price,image_url,brand,capacity,weight_attr
Charge 100 Max Power Bank,charge-100-max-power-bank,Charge 100 Max Power Bank — great for Backpacking.,camp-electronics,Camp Electronics,camp-electronics,Camp Electronics,backpacking,best-for:backpacking;brand:charge,4.5,standard,1.0,149.95,https://www.rei.com/media/2cf72cef-433a-480e-ae85-ab65d6455075?size=2000,charge,,
" Outdoor Wash, Dry and Stow System",outdoor-wash-dry-and-stow-system," Outdoor Wash, Dry and Stow System — great for Camping.",camp-kitchen,Camp Kitchen,camp-kitchen,Camp Kitchen,camping,best-for:camping;brand:outdoor,4.6,standard,0.8,59.95,https://www.rei.com/media/7d0cda5c-6cfc-404d-a41a-e14ec84a92ea?size=2000,outdoor,,
Grilliput Portable Grill,grilliput-portable-grill,Grilliput Portable Grill — great for Camping.,camp-kitchen,Camp Kitchen,camp-kitchen,Camp Kitchen,camping,best-for:camping;brand:grilliput,0.0,standard,0.8,20.73,https://www.rei.com/media/9083fcfb-d3d4-4c30-b56e-9f8a8eee896e?size=2000,grilliput,,
Perfect-Brew Travel French Press Vacuum Mug,perfect-brew-travel-french-press-vacuum-mug,Perfect-Brew Travel French Press Vacuum Mug — great for Multisport.,camp-kitchen,Camp Kitchen,camp-kitchen,Camp Kitchen,multisport,best-for:multisport;brand:perfect-brew,4.5,standard,0.8,26.93,https://www.rei.com/media/213b0543-dba8-43dc-907c-16010eadd5b9?size=2000,perfect-brew,,
Peak Series Water Filter Straw,peak-series-water-filter-straw,Peak Series Water Filter Straw — great for Emergency Preparedness.,camp-hydration,Camp Hydration,camp-hydration,Camp Hydration,emergency-preparedness,best-for:emergency-preparedness;brand:peak,4.6,standard,1.0,24.95,https://www.rei.com/media/5947a122-8916-431f-afba-ca314c3761a7?size=2000,peak,,
GO Hydration Water Faucet,go-hydration-water-faucet,GO Hydration Water Faucet — great for Camping.,camp-hydration,Camp Hydration,camp-hydration,Camp Hydration,camping,best-for:camping,4.2,standard,1.0,100.0,https://www.rei.com/media/9bf96597-cf31-434e-acdc-83085a1c401d?size=2000,,,
Lightweight Wide-Mouth Vacuum Water Bottle - 32 fl. oz.,lightweight-wide-mouth-vacuum-water-bottle-32-fl-oz,Lightweight Wide-Mouth Vacuum Water Bottle - 32 fl. oz. — great for Multisport.,camp-hydration,Camp Hydration,camp-hydration,Camp Hydration,multisport,best-for:multisport;brand:lightweight,4.5,standard,1.0,49.05,https://www.rei.com/media/9bff9b53-4734-4971-9a54-0b20d094b52b?size=2000,lightweight,,
Moonlite Reclining Camp Chair,moonlite-reclining-camp-chair,Moonlite Reclining Camp Chair — great for Camping.,camp-furniture,Camp Furniture,camp-furniture,Camp Furniture,camping,best-for:camping;brand:moonlite,4.3,standard,1.0,149.95,https://www.rei.com/media/e95b86f1-7b85-4c02-b92a-a2bcf9b26c61?size=2000,moonlite,,
Ember Hammock Underquilt,ember-hammock-underquilt,Ember Hammock Underquilt — great for Camping.,camp-furniture,Camp Furniture,camp-furniture,Camp Furniture,camping,best-for:camping;brand:ember,4.5,standard,1.0,119.95,https://www.rei.com/media/6cf96c7f-d8c6-4f52-8a79-f78149937a0e?size=2000,ember,,
Lounger DL Chair,lounger-dl-chair,Lounger DL Chair — great for Camping.,camp-furniture,Camp Furniture,camp-furniture,Camp Furniture,camping,best-for:camping;brand:lounger,0.0,standard,1.0,149.95,https://www.rei.com/media/3bcdc464-f6b6-4a0e-ae5a-d17d45f21a37?size=2000,lounger,,
MoonLit LED Micro Lantern,moonlit-led-micro-lantern,MoonLit LED Micro Lantern — great for Casual.,lighting,Lighting,lighting,Lighting,casual,best-for:casual;brand:moonlit,4.7,standard,1.0,11.0,https://www.rei.com/media/015abf65-fa70-4c25-91b1-df296c1ce0f6?size=2000,moonlit,,
Crush Light Lantern,crush-light-lantern,"Crush Light Lantern — great for Camping

Backpacking.",lighting,Lighting,lighting,Lighting,camping-backpacking,best-for:camping-backpacking;brand:crush,4.0,standard,1.0,19.95,https://www.rei.com/media/df0cefeb-ea4d-4b4c-8f51-cbd8c66e6ad3?size=2000,crush,,
AlpenGlow 250 Lantern,alpenglow-250-lantern,AlpenGlow 250 Lantern — great for Camping.,lighting,Lighting,lighting,Lighting,camping,best-for:camping;brand:alpenglow;capacity:250l,4.8,standard,1.0,59.95,https://www.rei.com/media/3e7cdc5a-9776-4f6f-a2fe-d05db01a6723?size=2000,alpenglow,250l,
Rebar Multi-Tool,rebar-multi-tool,Rebar Multi-Tool — great for Camping.,gadgets-and-gears,Gadgets and Gears,gadgets-and-gears,Gadgets And Gears,camping,best-for:camping;brand:rebar,0.0,standard,1.0,89.95,https://www.rei.com/media/9fc577ab-5214-4e03-b86a-cd82010d32a7?size=2000,rebar,,
Dime Keychain Multi-tool,dime-keychain-multi-tool,Dime Keychain Multi-tool — great for Camping.,gadgets-and-gears,Gadgets and Gears,gadgets-and-gears,Gadgets And Gears,camping,best-for:camping;brand:dime,3.8,standard,1.0,30.95,https://www.rei.com/media/ef5cd932-07a0-4cad-a421-07614165b4a9?size=2000,dime,,
Trailmade Trekking Poles - Pair,trailmade-trekking-poles-pair,Trailmade Trekking Poles - Pair — great for Hiking.,gadgets-and-gears,Gadgets and Gears,gadgets-and-gears,Gadgets And Gears,hiking,best-for:hiking;brand:trailmade,4.4,standard,1.0,79.95,https://www.rei.com/media/849f147b-76f7-4d77-aa46-468e9a7c7312?size=2000,trailmade,,
Permethrin Pump Spray - 24 oz.,permethrin-pump-spray-24-oz,Permethrin Pump Spray - 24 oz. — great for Camping.,health-and-safety,Health and Safety,health-and-safety,Health And Safety,camping,best-for:camping;brand:permethrin,4.7,standard,1.0,17.95,https://www.rei.com/media/80bdc778-b1b4-46b2-ad2f-5b070559a417?size=2000,permethrin,,
Four Function Whistle,four-function-whistle,Four Function Whistle — great for Backpacking.,health-and-safety,Health and Safety,health-and-safety,Health And Safety,backpacking,best-for:backpacking;brand:four,4.0,standard,1.0,6.5,https://www.rei.com/media/8be2567f-26d6-4be9-a600-2d93104d3898?size=2000,four,,
FlatPak Soap Bar Case,flatpak-soap-bar-case,FlatPak Soap Bar Case — great for Travel.,health-and-safety,Health and Safety,health-and-safety,Health And Safety,travel,best-for:travel;brand:flatpak,4.8,standard,1.0,13.95,https://www.rei.com/media/92a4928b-8812-4e06-9ff2-84591e25c0ba?size=2000,flatpak,,
Wiz Kid Headlamp - Kids',wiz-kid-headlamp-kids,Wiz Kid Headlamp - Kids' — great for Camping.,kids-camping-gear,Kids Camping Gear,kids-camping-gear,Kids Camping Gear,camping,best-for:camping;gender:kids;brand:wiz,0.0,standard,1.0,29.95,https://www.rei.com/media/b95fc6a5-23c7-4879-b514-9330651f96c0?size=2000,wiz,,
Honcho Poncho - Kids',honcho-poncho-kids,Honcho Poncho - Kids' — great for Camping.,kids-camping-gear,Kids Camping Gear,kids-camping-gear,Kids Camping Gear,camping,best-for:camping;gender:kids;brand:honcho,0.0,standard,1.0,79.95,https://www.rei.com/media/0e7fc00e-eccd-41e0-9b23-0a457b9c7836?size=2000,honcho,,
Tarn Trekking Poles - Pair - Kids',tarn-trekking-poles-pair-kids,Tarn Trekking Poles - Pair - Kids' — great for Hiking.,kids-camping-gear,Kids Camping Gear,kids-camping-gear,Kids Camping Gear,hiking,best-for:hiking;gender:kids;brand:tarn,4.7,standard,1.0,64.95,https://www.rei.com/media/ee681140-2129-4ff3-864b-7ca22bed5358?size=2000,tarn,,
Luci Solar String Lights - 18',luci-solar-string-lights-18,Luci Solar String Lights - 18' — great for Camping.,camp-and-hike-deals,Camp and Hike Deals,camp-and-hike-deals,Camp And Hike Deals,camping,best-for:camping;brand:luci,3.2,standard,1.0,38.73,https://www.rei.com/media/4c70df8b-0b8b-4fc7-929c-16c6dd527dec?size=2000,luci,,
Stargaze Reclining Camp Chair,stargaze-reclining-camp-chair,Stargaze Reclining Camp Chair — great for Camping.,camp-and-hike-deals,Camp and Hike Deals,camp-and-hike-deals,Camp And Hike Deals,camping,best-for:camping;brand:stargaze,4.2,standard,1.0,174.93,https://www.rei.com/media/4f849941-e575-42da-bbd3-f024c7fc4884?size=2000,stargaze,,
Pot Support,pot-support,Pot Support — great for Backpacking.,camp-and-hike-deals,Camp and Hike Deals,camp-and-hike-deals,Camp And Hike Deals,backpacking,best-for:backpacking;brand:pot,4.4,standard,1.0,8.19,https://www.rei.com/media/fa976b08-d099-4da4-b345-de6a13a140f8?size=2000,pot,,
Squeeze Water Filtration System with Cnoc Premium 2-Liter Bladder,squeeze-water-filtration-system-with-cnoc-premium-2-liter-bladder,Squeeze Water Filtration System with Cnoc Premium 2-Liter Bladder — great for Backpacking.,camp-hydration,Camp Hydration,camp-hydration,Camp Hydration,backpacking,best-for:backpacking;brand:squeeze,5.0,standard,1.0,64.95,https://www.rei.com/media/f50e522f-4bad-415e-ad95-dd376cb53fe7?size=2000,squeeze,,
Squeeze Water Filter System,squeeze-water-filter-system,Squeeze Water Filter System — great for Backpacking.,camp-hydration,Camp Hydration,camp-hydration,Camp Hydration,backpacking,best-for:backpacking;brand:squeeze,4.2,standard,1.0,45.95,https://www.rei.com/media/7d089b12-6523-4159-9f5d-d4a7b0134541?size=2000,squeeze,,
Skydome 4-Person Tent,skydome-4-person-tent,Skydome 4-Person Tent — great for Camping.,tent,Tent,tents,Tents,camping,best-for:camping;persons:4;brand:skydome,4.3,standard,2.5,115.0,https://www.rei.com/media/5c76367b-cc71-486a-8afb-d07bc9b63aa2?size=2000,skydome,,
Base Camp 6 Tent,base-camp-6-tent,Base Camp 6 Tent — great for Camping.,tent,Tent,tents,Tents,camping,best-for:camping;persons:6;brand:base,3.9,standard,2.5,549.0,https://www.rei.com/media/076c4dd0-b476-4f5d-98fa-fc380deb1d8f?size=2000,base,,
Core Battery,core-battery,Core Battery — great for Multisport.,lighting,Lighting,lighting,Lighting,multisport,best-for:multisport;brand:core,3.9,standard,1.0,29.95,https://www.rei.com/media/62eb43e3-2ea4-4dfd-8966-c8a1f0778308?size=2000,core,,
Classic Recharge 800 Lumens LED Lantern,classic-recharge-800-lumens-led-lantern,Classic Recharge 800 Lumens LED Lantern — great for Camping.,lighting,Lighting,lighting,Lighting,camping,best-for:camping;brand:classic;capacity:800l,4.8,standard,1.0,75.0,https://www.rei.com/product/205212/coleman-classic-recharge-800-lumens-led-lantern,classic,800l,
Retro Pile Fleece Jacket - Men's,retro-pile-fleece-jacket-men-s,Retro Pile Fleece Jacket - Men's — great for Multisport.,hiking-clothing,Hiking Clothing,hiking-clothing,Hiking Clothing,multisport,best-for:multisport;gender:mens;brand:retro,4.4,standard,1.0,149.0,https://www.rei.com/media/3038d49b-bbf2-4695-81dc-9728cfe6b46c?size=2000,retro,,
Hiker Micro Crew Cushion Socks - Men's,hiker-micro-crew-cushion-socks-men-s,Hiker Micro Crew Cushion Socks - Men's — great for Hiking.,hiking-clothing,Hiking Clothing,hiking-clothing,Hiking Clothing,hiking,best-for:hiking;gender:mens;brand:hiker,4.7,standard,1.0,26.0,https://www.rei.com/media/f5d5b6bb-b123-44d6-9ca4-aecd3eef70a1?size=2000,hiker,,
Mountain 600 Leaf GTX Hiking Boots - Men's,mountain-600-leaf-gtx-hiking-boots-men-s,Mountain 600 Leaf GTX Hiking Boots - Men's — great for Hiking.,hiking-footwear,Hiking Footwear,hiking-footwear,Hiking Footwear,hiking,best-for:hiking;gender:mens;brand:mountain;capacity:600l,4.6,standard,1.0,219.95,https://www.rei.com/media/1c77fdfb-ee73-4069-afc1-93cebf26a8d1?size=2000,mountain,600l,
Targhee IV Mid Waterproof Hiking Boots - Men's,targhee-iv-mid-waterproof-hiking-boots-men-s,Targhee IV Mid Waterproof Hiking Boots - Men's — great for Hiking.,hiking-footwear,Hiking Footwear,hiking-footwear,Hiking Footwear,hiking,best-for:hiking;gender:mens;brand:targhee,4.4,standard,1.0,170.0,https://www.rei.com/media/5f879dd2-083d-42f2-a53b-f163e83d2fdf?size=2000,targhee,,
Trauma Pak with QuikClot Kit,trauma-pak-with-quikclot-kit,Trauma Pak with QuikClot Kit — great for Multisport.,health-and-safety,Health and Safety,health-and-safety,Health And Safety,multisport,best-for:multisport;brand:trauma,4.9,standard,1.0,29.95,https://www.rei.com/media/886af76b-b06e-4675-ae8b-aaf29d4b5f1b?size=2000,trauma,,
Wilderness Wipes - Package of 36,wilderness-wipes-package-of-36,"Wilderness Wipes - Package of 36 — great for Backpacking

Camping.",health-and-safety,Health and Safety,health-and-safety,Health And Safety,backpacking-camping,best-for:backpacking-camping;brand:wilderness,4.8,standard,1.0,9.95,https://www.rei.com/media/4844e718-8159-4fe0-b7d1-cfbf2a028fda?size=2000,wilderness,,
Thrive Flip Straw Kids' Water Bottle - 14 fl. oz.,thrive-flip-straw-kids-water-bottle-14-fl-oz,Thrive Flip Straw Kids' Water Bottle - 14 fl. oz. — great for Multisport.,kids-camping-gear,Kids Camping Gear,kids-camping-gear,Kids Camping Gear,multisport,best-for:multisport;gender:kids;brand:thrive,0.0,standard,1.0,15.0,https://www.rei.com/media/a7db0b99-b240-4833-a31f-2aa7eaff6d1a?size=2000,thrive,,
Premiums Polarized Sunglasses - Kids',premiums-polarized-sunglasses-kids,Premiums Polarized Sunglasses - Kids' — great for Casual.,kids-camping-gear,Kids Camping Gear,kids-camping-gear,Kids Camping Gear,casual,best-for:casual;gender:kids;brand:premiums,4.6,standard,1.0,25.0,https://www.rei.com/media/ef0af4b3-3100-4a59-9ad3-41f56ecfc3f8?size=2000,premiums,,
fenix 8 AMOLED Sapphire,fenix-8-amoled-sapphire,fenix 8 AMOLED Sapphire — great for Multisport.,camp-electronics,Camp Electronics,camp-electronics,Camp Electronics,multisport,best-for:multisport,4.3,standard,1.0,1100.0,https://www.rei.com/media/e9180085-4d37-4daf-acd9-5bedefe078b6?size=2000,,,
Max Alkaline AA Batteries - Package of 16,max-alkaline-aa-batteries-package-of-16,Max Alkaline AA Batteries - Package of 16 — great for Multisport.,camp-electronics,Camp Electronics,camp-electronics,Camp Electronics,multisport,best-for:multisport;brand:max,4.9,standard,1.0,16.95,https://www.rei.com/media/43ef9159-5d15-42d8-a95c-4cb7ed454c7d?size=2000,max,,
Nalgene Sustain Graphic Wide-Mouth Water Bottle - 32 fl. oz.,nalgene-sustain-graphic-wide-mouth-water-bottle-32-fl-oz,Nalgene Sustain Graphic Wide-Mouth Water Bottle - 32 fl. oz. — great for Multisport.,camp-hydration,Camp Hydration,camp-hydration,Camp Hydration,multisport,best-for:multisport;brand:nalgene,4.8,standard,1.0,10.93,https://www.rei.com/media/d5512f57-5112-4b05-ae8b-6eab49b460b3?size=2000,nalgene,,
Momentum Climbing Shoes - Men's,momentum-climbing-shoes-men-s,Momentum Climbing Shoes - Men's — great for Rock Climbing.,climbing-shoes,Climbing Shoes,climbing-shoes,Climbing Shoes,rock-climbing,best-for:rock-climbing;gender:mens;brand:momentum,4.6,standard,1.0,99.95,https://www.rei.com/media/344fc4e7-f639-4d76-8235-2a34bc216fd1?size=2000,momentum,,
Helix Climbing Shoes - Men's,helix-climbing-shoes-men-s,Helix Climbing Shoes - Men's — great for Rock Climbing.,climbing-shoes,Climbing Shoes,climbing-shoes,Climbing Shoes,rock-climbing,best-for:rock-climbing;gender:mens;brand:helix,4.2,standard,1.0,129.0,https://www.rei.com/media/5bd7470f-744b-4679-af49-5bb9d68b7dcd?size=2000,helix,,
Momentum Climbing Shoes - Kids',momentum-climbing-shoes-kids,Momentum Climbing Shoes - Kids' — great for Rock Climbing.,climbing-shoes,Climbing Shoes,climbing-shoes,Climbing Shoes,rock-climbing,best-for:rock-climbing;gender:kids;brand:momentum,4.6,standard,1.0,69.95,https://www.rei.com/media/442ff730-6b9a-4b3e-b1d2-ac3168248110?size=2000,momentum,,
Vapor V Climbing Shoes - Men's,vapor-v-climbing-shoes-men-s,Vapor V Climbing Shoes - Men's — great for Rock Climbing.,climbing-shoes,Climbing Shoes,climbing-shoes,Climbing Shoes,rock-climbing,best-for:rock-climbing;gender:mens;brand:vapor,3.6,standard,1.0,148.93,https://www.rei.com/media/65a0e7c0-ac7e-4306-a04d-93639e539c56?size=2000,vapor,,
Kubo Climbing Shoes - Men's,kubo-climbing-shoes-men-s,Kubo Climbing Shoes - Men's — great for Rock Climbing.,climbing-shoes,Climbing Shoes,climbing-shoes,Climbing Shoes,rock-climbing,best-for:rock-climbing;gender:mens;brand:kubo,4.7,standard,1.0,159.0,https://www.rei.com/media/12a062ab-79d4-476e-b798-37ecfaa71b64?size=2000,kubo,,
Momentum Harness Package - Men's,momentum-harness-package-men-s,Momentum Harness Package - Men's — great for Climbing.,climbing-harnesses,Climbing Harnesses,climbing-harnesses,Climbing Harnesses,climbing,best-for:climbing;gender:mens;brand:momentum,4.8,standard,1.0,99.95,https://www.rei.com/media/36c7ec1d-b9d2-4c46-a49d-a68ff6da3f81?size=2000,momentum,,
Solution Harness - Women's,solution-harness-women-s,Solution Harness - Women's — great for Climbing.,climbing-harnesses,Climbing Harnesses,climbing-harnesses,Climbing Harnesses,climbing,best-for:climbing;gender:womens;brand:solution,4.8,standard,1.0,79.95,https://www.rei.com/media/fd6013ea-58b4-4d98-a9d8-543f77436984?size=2000,solution,,
Solution Harness - Men's,solution-harness-men-s,Solution Harness - Men's — great for Climbing.,climbing-harnesses,Climbing Harnesses,climbing-harnesses,Climbing Harnesses,climbing,best-for:climbing;gender:mens;brand:solution,4.7,standard,1.0,79.95,https://www.rei.com/media/542333a1-cc90-4767-916b-0b924efeb106?size=2000,solution,,
4 Slide Harness,4-slide-harness,4 Slide Harness — great for Climbing.,climbing-harnesses,Climbing Harnesses,climbing-harnesses,Climbing Harnesses,climbing,best-for:climbing,4.6,standard,1.0,64.95,https://www.rei.com/media/d8d13e7e-a31c-49c4-ac90-19472b81de9e?size=2000,,,
Long Haul Harness,long-haul-harness,Long Haul Harness — great for Climbing.,climbing-harnesses,Climbing Harnesses,climbing-harnesses,Climbing Harnesses,climbing,best-for:climbing;brand:long,4.5,standard,1.0,139.95,https://www.rei.com/media/ca51a5ad-3d24-4118-b35e-29392f99863b?size=2000,long,,
ATC-Guide Belay Device,atc-guide-belay-device,ATC-Guide Belay Device — great for Climbing.,climbing-hardware,Climbing Hardware,climbing-hardware,Climbing Hardware,climbing,best-for:climbing;brand:atc-guide,5.0,standard,1.0,39.95,https://www.rei.com/media/4164e4a4-35f7-4920-be1e-c4c376f512a3?size=2000,atc-guide,,
LiteWire Carabiner,litewire-carabiner,LiteWire Carabiner — great for Climbing.,climbing-hardware,Climbing Hardware,climbing-hardware,Climbing Hardware,climbing,best-for:climbing;brand:litewire,4.9,standard,1.0,8.95,https://www.rei.com/media/157eb35b-094f-4c56-9543-0771e770da56?size=2000,litewire,,
HotWire Quickpack - Package of 6,hotwire-quickpack-package-of-6,HotWire Quickpack - Package of 6 — great for Climbing.,climbing-hardware,Climbing Hardware,climbing-hardware,Climbing Hardware,climbing,best-for:climbing;brand:hotwire,48.0,standard,1.0,99.95,https://www.rei.com/media/fece286b-fc22-4c5e-9230-e7d81ac26fe1?size=2000,hotwire,,
LiteWire Quickdraw Quickpack - 12 cm,litewire-quickdraw-quickpack-12-cm,LiteWire Quickdraw Quickpack - 12 cm — great for Climbing.,climbing-hardware,Climbing Hardware,climbing-hardware,Climbing Hardware,climbing,best-for:climbing;brand:litewire,4.9,standard,1.0,104.95,https://www.rei.com/media/e136f3b4-eaa7-47ae-8ef6-f5d1e114459b?size=2000,litewire,,
RockLock Screwgate Carabiner,rocklock-screwgate-carabiner,RockLock Screwgate Carabiner — great for Climbing.,climbing-hardware,Climbing Hardware,climbing-hardware,Climbing Hardware,climbing,best-for:climbing;brand:rocklock,4.8,standard,1.0,14.95,https://www.rei.com/media/349531a4-6afb-4411-9dd3-f3742ab09a1c?size=2000,rocklock,,
Crag We Care Classic 9.5 mm Non-Dry Rope,crag-we-care-classic-9-5-mm-non-dry-rope,Crag We Care Classic 9.5 mm Non-Dry Rope — great for Climbing.,climbing-ropes,Climbing Ropes,climbing-ropes,Climbing Ropes,climbing,best-for:climbing;brand:crag,4.8,standard,1.0,124.95,https://www.rei.com/media/034e0b8c-0eeb-4bdf-b0e9-d9a4bba280b1?size=2000,crag,,
Gym Classic 9.5 mm x 40 m Non-Dry Rope,gym-classic-9-5-mm-x-40-m-non-dry-rope,Gym Classic 9.5 mm x 40 m Non-Dry Rope — great for Climbing.,climbing-ropes,Climbing Ropes,climbing-ropes,Climbing Ropes,climbing,best-for:climbing;brand:gym,4.7,standard,1.0,114.95,https://www.rei.com/media/9b8cc379-2251-4a80-af47-afa206d22e65?size=2000,gym,,
Crag Classic 9.8 mm Non-Dry Rope,crag-classic-9-8-mm-non-dry-rope,Crag Classic 9.8 mm Non-Dry Rope — great for Climbing.,climbing-ropes,Climbing Ropes,climbing-ropes,Climbing Ropes,climbing,best-for:climbing;brand:crag,4.8,standard,1.0,179.95,https://www.rei.com/media/9da3e72f-65db-4a5a-8d75-9c631c004e53?size=2000,crag,,
Dirt Bag II Rope Bag,dirt-bag-ii-rope-bag,Dirt Bag II Rope Bag — great for Climbing.,climbing-ropes,Climbing Ropes,climbing-ropes,Climbing Ropes,climbing,best-for:climbing;brand:dirt,4.0,standard,1.0,39.95,https://www.rei.com/media/d0921d41-c8f8-41e0-8215-f97cc0455642?size=2000,dirt,,
Crag Classic 9.5 mm Non-Dry Rope,crag-classic-9-5-mm-non-dry-rope,Crag Classic 9.5 mm Non-Dry Rope — great for Climbing.,climbing-ropes,Climbing Ropes,climbing-ropes,Climbing Ropes,climbing,best-for:climbing;brand:crag,4.9,standard,1.0,199.95,https://www.rei.com/media/6951b28a-f336-4450-9b35-e8dff10e0767?size=2000,crag,,
10 mm Dynex Runner,10-mm-dynex-runner,10 mm Dynex Runner — great for Climbing.,webbing-and-cords,Webbing And Cords,webbing-and-cords,Webbing And Cords,climbing,best-for:climbing,4.9,standard,1.0,8.95,https://www.rei.com/media/962d87c8-9780-4908-8b00-ac3ef5b26b4d?size=2000,,,
" 1"" Climb-Spec Tubular Webbing - 30 ft.",1-climb-spec-tubular-webbing-30-ft," 1"" Climb-Spec Tubular Webbing - 30 ft. — great for Rock Climbing.",webbing-and-cords,Webbing And Cords,webbing-and-cords,Webbing And Cords,rock-climbing,best-for:rock-climbing,4.6,standard,1.0,18.95,https://www.rei.com/media/0c9370f6-2884-4d54-9b9a-98bdb626bf44?size=2000,,,
Contact Sling Dyneema 8.0,contact-sling-dyneema-8-0,Contact Sling Dyneema 8.0 — great for Climbing.,webbing-and-cords,Webbing And Cords,webbing-and-cords,Webbing And Cords,climbing,best-for:climbing;brand:contact,4.9,standard,1.0,9.95,https://www.rei.com/media/f1d65a17-7852-4a86-a51c-f5e173b9ab20?size=2000,contact,,
Accessory Cord - 6 mm,accessory-cord-6-mm,Accessory Cord - 6 mm — great for Climbing.,webbing-and-cords,Webbing And Cords,webbing-and-cords,Webbing And Cords,climbing,best-for:climbing;brand:accessory,4.2,standard,1.0,0.6,https://www.rei.com/media/a486153b-599a-4de2-b2f1-ffe640146f46?size=2000,accessory,,
1'' Climb-Spec Tubular Webbing,1-climb-spec-tubular-webbing,1'' Climb-Spec Tubular Webbing — great for Climbing.,webbing-and-cords,Webbing And Cords,webbing-and-cords,Webbing And Cords,climbing,best-for:climbing,4.9,standard,1.0,0.8,https://www.rei.com/media/fb33c308-baab-4f93-9826-5c54ce9f2e8f?size=2000,,,
Climbing Tape,climbing-tape,Climbing Tape — great for Climbing.,essentials,Essentials,essentials,Essentials,climbing,best-for:climbing;brand:climbing,4.4,standard,1.0,8.95,https://www.rei.com/media/615d892d-e301-4806-a75b-d9a12f7ec0b9?size=2000,climbing,,
Upshot Belay Glasses,upshot-belay-glasses,Upshot Belay Glasses — great for Rock Climbing.,essentials,Essentials,essentials,Essentials,rock-climbing,best-for:rock-climbing;brand:upshot,3.8,standard,1.0,64.95,https://www.rei.com/media/7b53b992-9818-4305-9deb-3a14d14e7759?size=2000,upshot,,
Cordex Lightweight Belay Gloves,cordex-lightweight-belay-gloves,Cordex Lightweight Belay Gloves — great for Climbing.,essentials,Essentials,essentials,Essentials,climbing,best-for:climbing;brand:cordex,4.5,standard,1.0,44.95,https://www.rei.com/media/75b052bb-2f51-4e93-8fdf-17ea9e6c7065?size=2000,cordex,,
Session II Crash Pad,session-ii-crash-pad,Session II Crash Pad — great for Bouldering.,essentials,Essentials,essentials,Essentials,bouldering,best-for:bouldering;brand:session,4.5,standard,1.0,199.95,https://www.rei.com/media/f983ac83-4e4a-4a9f-bf21-abfd7152958c?size=2000,session,,
"Fast, light and alpine strong, the Arc'teryx Alpha FL 30 pack is made for climbing with a streamlined profile that stays out of the way. The intuitive drawcord system gives quick access to your gear.",fast-light-and-alpine-strong-the-arc-teryx-alpha-fl-30-pack-is-made-for-climbing-with-a-streamlined-profile-that-stays-out-of-the-way-the-intuitive-drawcord-system-gives-quick-access-to-your-gear,"Fast, light and alpine strong, the Arc'teryx Alpha FL 30 pack is made for climbing with a streamlined profile that stays out of the way. The intuitive drawcord system gives quick access to your gear. — great for Climbing.",essentials,Essentials,essentials,Essentials,climbing,best-for:climbing;brand:fast;capacity:30-person,4.7,standard,1.0,280.0,https://www.rei.com/media/e559c960-0cf8-46ba-809b-e8f42fb853db?size=2000,fast,30-person,
Notion Pants - Men's,notion-pants-men-s,"Notion Pants - Men's — great for Rock Climbing

Casual.",climbing-clothing,Climbing Clothing,climbing-clothing,Climbing Clothing,rock-climbing-casual,best-for:rock-climbing-casual;gender:mens;brand:notion,4.0,standard,1.0,37.73,https://www.rei.com/media/2c5d61db-8bba-46e3-b7c1-eb854cedb095?size=2000,notion,,
Cirque Lite Pants - Men's,cirque-lite-pants-men-s,"Cirque Lite Pants - Men's — great for Hiking

Climbing.",climbing-clothing,Climbing Clothing,climbing-clothing,Climbing Clothing,hiking-climbing,best-for:hiking-climbing;gender:mens;brand:cirque,4.5,standard,1.0,139.0,https://www.rei.com/media/74f41b4f-e22d-4f88-a111-d68033c37c78?size=2000,cirque,,
Mountaineering Socks - Men's,mountaineering-socks-men-s,"Mountaineering Socks - Men's — great for Hiking

Mountaineering.",climbing-clothing,Climbing Clothing,climbing-clothing,Climbing Clothing,hiking-mountaineering,best-for:hiking-mountaineering;gender:mens;brand:mountaineering,4.9,standard,1.0,35.0,https://www.rei.com/media/f6da008b-e659-449b-836c-efbcab273a6a?size=2000,mountaineering,,
MSR Hubba Hubba NX 2-Person Tent,msr-hubba-hubba-nx-2-person-tent,"MSR Hubba Hubba NX 2-Person Tent — great for Backpacking, Multi-day Camping.",tents,Tents,tents,Tents,"backpacking,multi-day-camping",best-for:backpacking|multi-day-camping;brand:msr,4.8,standard,1.0,449.99,https://images.pexels.com/photos/1687845/pexels-photo-1687845.jpeg?auto=compress&cs=tinysrgb&h=350,msr,,
Coleman Sundome 4-Person Tent,coleman-sundome-4-person-tent,"Coleman Sundome 4-Person Tent — great for Casual Camping, Family Camping.",tents,Tents,tents,Tents,"casual-camping,family-camping",best-for:casual-camping|family-camping;brand:coleman,4.6,standard,1.0,99.99,https://images.pexels.com/photos/9303783/pexels-photo-9303783.jpeg?auto=compress&cs=tinysrgb&h=350,coleman,,
NEMO Disco 15 Sleeping Bag,nemo-disco-15-sleeping-bag,NEMO Disco 15 Sleeping Bag — great for Cool Weather Camping.,sleeping-bags,Sleeping Bags,sleeping-bags,Sleeping Bags,cool-weather-camping,best-for:cool-weather-camping;temp-rating:15;brand:nemo,4.7,standard,1.0,249.95,https://images.pexels.com/photos/6615999/pexels-photo-6615999.jpeg?auto=compress&cs=tinysrgb&h=350,nemo,,
